ISP (UTC),Imbalance+ [EUR/MWh],Imbalance- [EUR/MWh],Total Imbalance [MWh]
28.08.2019 10:00 - 28.08.2019 10:30,54.26,59.98,667
28.08.2019 10:30 - 28.08.2019 11:00,54.92,60.7,808
28.08.2019 11:00 - 28.08.2019 11:30,59.31,65.55,141
28.08.2019 11:30 - 28.08.2019 12:00,42.49,46.97,28
28.08.2019 12:00 - 28.08.2019 12:30,39.92,44.12,149
28.08.2019 12:30 - 28.08.2019 13:00,41.01,45.33,338
28.08.2019 13:00 - 28.08.2019 13:30,39.54,43.7,301
28.08.2019 13:30 - 28.08.2019 14:00,37.88,41.86,523
28.08.2019 14:00 - 28.08.2019 14:30,33.52,37.04,492
28.08.2019 14:30 - 28.08.2019 15:00,34.01,37.59,166
28.08.2019 15:00 - 28.08.2019 15:30,34.95,38.63,32
28.08.2019 15:30 - 28.08.2019 16:00,50.26,55.55,380
28.08.2019 16:00 - 28.08.2019 16:30,48.52,53.62,488
28.08.2019 16:30 - 28.08.2019 17:00,61.37,67.83,214
28.08.2019 17:00 - 28.08.2019 17:30,57.54,63.6,216
28.08.2019 17:30 - 28.08.2019 18:00,56.17,62.09,25
28.08.2019 18:00 - 28.08.2019 18:30,47.6,52.61,516
28.08.2019 18:30 - 28.08.2019 19:00,40.26,44.5,602
28.08.2019 19:00 - 28.08.2019 19:30,51.76,57.2,564
28.08.2019 19:30 - 28.08.2019 20:00,52.47,57.99,127
28.08.2019 20:00 - 28.08.2019 20:30,37.46,41.4,85
28.08.2019 20:30 - 28.08.2019 21:00,50.27,55.57,317
28.08.2019 21:00 - 28.08.2019 21:30,48.73,53.85,218
28.08.2019 21:30 - 28.08.2019 22:00,45.71,50.53,155
28.08.2019 22:00 - 28.08.2019 22:30,39.95,44.15,380
28.08.2019 22:30 - 28.08.2019 23:00,31.35,34.65,267
28.08.2019 23:00 - 28.08.2019 23:30,33.88,37.44,137
28.08.2019 23:30 - 29.08.2019 00:00,29.26,32.34,35
29.08.2019 00:00 - 29.08.2019 00:30,43.07,47.61,631
29.08.2019 00:30 - 29.08.2019 01:00,37.32,41.24,433
29.08.2019 01:00 - 29.08.2019 01:30,34.78,38.44,274
29.08.2019 01:30 - 29.08.2019 02:00,30.63,33.85,123
29.08.2019 02:00 - 29.08.2019 02:30,29,32.06,136
29.08.2019 02:30 - 29.08.2019 03:00,29,32.06,169
29.08.2019 03:00 - 29.08.2019 03:30,30.51,33.73,183
29.08.2019 03:30 - 29.08.2019 04:00,27.38,30.26,74
29.08.2019 04:00 - 29.08.2019 04:30,29.81,32.95,351
29.08.2019 04:30 - 29.08.2019 05:00,55.44,61.28,121
29.08.2019 05:00 - 29.08.2019 05:30,36.09,39.89,128
29.08.2019 05:30 - 29.08.2019 06:00,64.62,71.42,164
29.08.2019 06:00 - 29.08.2019 06:30,37.8,41.78,116
29.08.2019 06:30 - 29.08.2019 07:00,73.19,80.89,147
29.08.2019 07:00 - 29.08.2019 07:30,50.91,56.27,78
29.08.2019 07:30 - 29.08.2019 08:00,50.91,56.27,482
29.08.2019 08:00 - 29.08.2019 08:30,49.31,54.5,248
29.08.2019 08:30 - 29.08.2019 09:00,45.48,50.26,472
29.08.2019 09:00 - 29.08.2019 09:30,40.78,45.08,871
29.08.2019 09:30 - 29.08.2019 10:00,38.48,42.53,726
29.08.2019 10:00 - 29.08.2019 10:30,38.63,42.69,283
29.08.2019 10:30 - 29.08.2019 11:00,40.01,44.23,60
29.08.2019 11:00 - 29.08.2019 11:30,37.64,41.6,2
29.08.2019 11:30 - 29.08.2019 12:00,47.41,52.41,151
29.08.2019 12:00 - 29.08.2019 12:30,46.65,51.56,258
29.08.2019 12:30 - 29.08.2019 13:00,49.9,55.16,123
29.08.2019 13:00 - 29.08.2019 13:30,35.04,38.72,24
29.08.2019 13:30 - 29.08.2019 14:00,45.87,50.69,69
29.08.2019 14:00 - 29.08.2019 14:30,58.13,64.25,201
29.08.2019 14:30 - 29.08.2019 15:00,56.28,62.2,95
29.08.2019 15:00 - 29.08.2019 15:30,34.28,37.88,159
29.08.2019 15:30 - 29.08.2019 16:00,52.74,58.3,384
29.08.2019 16:00 - 29.08.2019 16:30,35.38,39.1,246
29.08.2019 16:30 - 29.08.2019 17:00,53.73,59.39,244
29.08.2019 17:00 - 29.08.2019 17:30,58.81,65,568
29.08.2019 17:30 - 29.08.2019 18:00,58.06,64.18,787
29.08.2019 18:00 - 29.08.2019 18:30,60.36,66.72,779
29.08.2019 18:30 - 29.08.2019 19:00,62.21,68.75,497
29.08.2019 19:00 - 29.08.2019 19:30,61.36,67.82,998
29.08.2019 19:30 - 29.08.2019 20:00,61.1,67.54,373
29.08.2019 20:00 - 29.08.2019 20:30,37.53,41.48,197
29.08.2019 20:30 - 29.08.2019 21:00,69.78,77.12,82
29.08.2019 21:00 - 29.08.2019 21:30,34.02,37.6,274
29.08.2019 21:30 - 29.08.2019 22:00,34.31,37.93,529
29.08.2019 22:00 - 29.08.2019 22:30,35.82,39.6,441
29.08.2019 22:30 - 29.08.2019 23:00,33.29,36.79,460
29.08.2019 23:00 - 29.08.2019 23:30,39.81,44,138
29.08.2019 23:30 - 30.08.2019 00:00,31.03,34.29,76
30.08.2019 00:00 - 30.08.2019 00:30,29.02,32.08,506
30.08.2019 00:30 - 30.08.2019 01:00,32.34,35.74,300
30.08.2019 01:00 - 30.08.2019 01:30,37.27,41.19,528
30.08.2019 01:30 - 30.08.2019 02:00,35.09,38.79,286
30.08.2019 02:00 - 30.08.2019 02:30,35.75,39.51,260
30.08.2019 02:30 - 30.08.2019 03:00,34.1,37.68,334
30.08.2019 03:00 - 30.08.2019 03:30,28.4,31.38,71
30.08.2019 03:30 - 30.08.2019 04:00,38.21,42.23,242
30.08.2019 04:00 - 30.08.2019 04:30,30.39,33.59,531
30.08.2019 04:30 - 30.08.2019 05:00,36.42,40.26,11
30.08.2019 05:00 - 30.08.2019 05:30,39.59,43.75,533
30.08.2019 05:30 - 30.08.2019 06:00,55.62,61.48,34
30.08.2019 06:00 - 30.08.2019 06:30,42.04,46.46,480
30.08.2019 06:30 - 30.08.2019 07:00,40.88,45.18,523
30.08.2019 07:00 - 30.08.2019 07:30,33.23,36.73,51
30.08.2019 07:30 - 30.08.2019 08:00,36.53,40.37,448
30.08.2019 08:00 - 30.08.2019 08:30,39.69,43.87,306
30.08.2019 08:30 - 30.08.2019 09:00,39.29,43.43,53
30.08.2019 09:00 - 30.08.2019 09:30,34.36,37.98,187
30.08.2019 09:30 - 30.08.2019 10:00,32.58,36,112
30.08.2019 10:00 - 30.08.2019 10:30,33.98,37.56,205
30.08.2019 10:30 - 30.08.2019 11:00,35.47,39.21,141
30.08.2019 11:00 - 30.08.2019 11:30,36.61,40.47,103
30.08.2019 11:30 - 30.08.2019 12:00,36.68,40.54,97
30.08.2019 12:00 - 30.08.2019 12:30,36.47,40.31,266
30.08.2019 12:30 - 30.08.2019 13:00,39.55,43.71,190
30.08.2019 13:00 - 30.08.2019 13:30,44.05,48.69,232
30.08.2019 13:30 - 30.08.2019 14:00,41.06,45.38,202
30.08.2019 14:00 - 30.08.2019 14:30,40.32,44.56,233
30.08.2019 14:30 - 30.08.2019 15:00,36.46,40.3,508
30.08.2019 15:00 - 30.08.2019 15:30,42.14,46.58,63
30.08.2019 15:30 - 30.08.2019 16:00,43.4,47.96,495
30.08.2019 16:00 - 30.08.2019 16:30,42.64,47.12,166
30.08.2019 16:30 - 30.08.2019 17:00,51.43,56.85,345
30.08.2019 17:00 - 30.08.2019 17:30,57.55,63.61,265
30.08.2019 17:30 - 30.08.2019 18:00,57.85,63.93,189
30.08.2019 18:00 - 30.08.2019 18:30,49.87,55.11,117
30.08.2019 18:30 - 30.08.2019 19:00,49.87,55.11,594
30.08.2019 19:00 - 30.08.2019 19:30,49.69,54.92,321
30.08.2019 19:30 - 30.08.2019 20:00,37.63,41.59,484
30.08.2019 20:00 - 30.08.2019 20:30,36.56,40.4,534
30.08.2019 20:30 - 30.08.2019 21:00,45.73,50.55,144
30.08.2019 21:00 - 30.08.2019 21:30,25.68,28.38,61
30.08.2019 21:30 - 30.08.2019 22:00,27.36,30.24,353
30.08.2019 22:00 - 30.08.2019 22:30,39.88,44.08,776
30.08.2019 22:30 - 30.08.2019 23:00,41.28,45.62,27
30.08.2019 23:00 - 30.08.2019 23:30,37.79,41.77,420
30.08.2019 23:30 - 31.08.2019 00:00,42.67,47.17,193
31.08.2019 00:00 - 31.08.2019 00:30,38.97,43.07,435
31.08.2019 00:30 - 31.08.2019 01:00,37.38,41.32,301
31.08.2019 01:00 - 31.08.2019 01:30,25.34,28,344
31.08.2019 01:30 - 31.08.2019 02:00,25.37,28.04,108
31.08.2019 02:00 - 31.08.2019 02:30,24.42,26.99,30
31.08.2019 02:30 - 31.08.2019 03:00,24.42,26.99,212
31.08.2019 03:00 - 31.08.2019 03:30,21.98,24.3,122
31.08.2019 03:30 - 31.08.2019 04:00,23.64,26.12,278
31.08.2019 04:00 - 31.08.2019 04:30,24.52,27.1,510
31.08.2019 04:30 - 31.08.2019 05:00,21.86,24.16,382
31.08.2019 05:00 - 31.08.2019 05:30,23.3,25.76,570
31.08.2019 05:30 - 31.08.2019 06:00,22.56,24.94,387
31.08.2019 06:00 - 31.08.2019 06:30,24.42,27,402
31.08.2019 06:30 - 31.08.2019 07:00,25.08,27.72,340
31.08.2019 07:00 - 31.08.2019 07:30,25.56,28.25,185
31.08.2019 07:30 - 31.08.2019 08:00,24.66,27.26,50
31.08.2019 08:00 - 31.08.2019 08:30,29.73,32.85,272
31.08.2019 08:30 - 31.08.2019 09:00,24.46,27.04,116
31.08.2019 09:00 - 31.08.2019 09:30,26.65,29.45,285
31.08.2019 09:30 - 31.08.2019 10:00,26.61,29.41,247
31.08.2019 10:00 - 31.08.2019 10:30,24.8,27.42,265
31.08.2019 10:30 - 31.08.2019 11:00,23.77,26.27,72
31.08.2019 11:00 - 31.08.2019 11:30,14.25,15.75,234
31.08.2019 11:30 - 31.08.2019 12:00,18.51,20.45,845
31.08.2019 12:00 - 31.08.2019 12:30,17.39,19.22,690
31.08.2019 12:30 - 31.08.2019 13:00,18.75,20.73,1064
31.08.2019 13:00 - 31.08.2019 13:30,19.1,21.12,920
31.08.2019 13:30 - 31.08.2019 14:00,17.52,19.36,904
31.08.2019 14:00 - 31.08.2019 14:30,13.45,14.87,930
31.08.2019 14:30 - 31.08.2019 15:00,11.25,12.43,543
31.08.2019 15:00 - 31.08.2019 15:30,11.26,12.44,465
31.08.2019 15:30 - 31.08.2019 16:00,15,16.58,260
31.08.2019 16:00 - 31.08.2019 16:30,14.99,16.57,279
31.08.2019 16:30 - 31.08.2019 17:00,38.65,42.71,68
31.08.2019 17:00 - 31.08.2019 17:30,29.98,33.14,203
31.08.2019 17:30 - 31.08.2019 18:00,33.61,37.15,415
31.08.2019 18:00 - 31.08.2019 18:30,20.13,22.25,233
31.08.2019 18:30 - 31.08.2019 19:00,17,18.78,22
31.08.2019 19:00 - 31.08.2019 19:30,42.64,47.12,493
31.08.2019 19:30 - 31.08.2019 20:00,39.35,43.49,270
31.08.2019 20:00 - 31.08.2019 20:30,35.22,38.92,186
31.08.2019 20:30 - 31.08.2019 21:00,35.22,38.92,87
31.08.2019 21:00 - 31.08.2019 21:30,17.15,18.95,312
31.08.2019 21:30 - 31.08.2019 22:00,17.28,19.1,126
31.08.2019 22:00 - 31.08.2019 22:30,33.6,37.14,563
31.08.2019 22:30 - 31.08.2019 23:00,31.96,35.32,8
31.08.2019 23:00 - 31.08.2019 23:30,25.82,28.54,160
31.08.2019 23:30 - 01.09.2019 00:00,25.37,28.04,30
01.09.2019 00:00 - 01.09.2019 00:30,29.33,32.41,493
01.09.2019 00:30 - 01.09.2019 01:00,29.83,32.97,23
01.09.2019 01:00 - 01.09.2019 01:30,13.05,14.43,116
01.09.2019 01:30 - 01.09.2019 02:00,26.02,28.76,58
01.09.2019 02:00 - 01.09.2019 02:30,24.59,27.17,352
01.09.2019 02:30 - 01.09.2019 03:00,24.99,27.63,178
01.09.2019 03:00 - 01.09.2019 03:30,25.82,28.54,66
01.09.2019 03:30 - 01.09.2019 04:00,24.61,27.21,60
01.09.2019 04:00 - 01.09.2019 04:30,21.6,23.88,131
01.09.2019 04:30 - 01.09.2019 05:00,22.95,25.37,265
01.09.2019 05:00 - 01.09.2019 05:30,22.2,24.54,176
01.09.2019 05:30 - 01.09.2019 06:00,18.43,20.37,274
01.09.2019 06:00 - 01.09.2019 06:30,17.71,19.57,173
01.09.2019 06:30 - 01.09.2019 07:00,18.28,20.2,266
01.09.2019 07:00 - 01.09.2019 07:30,28.6,31.61,176
01.09.2019 07:30 - 01.09.2019 08:00,28.6,31.61,265
01.09.2019 08:00 - 01.09.2019 08:30,28.31,31.29,138
01.09.2019 08:30 - 01.09.2019 09:00,28.22,31.19,209
01.09.2019 09:00 - 01.09.2019 09:30,28.66,31.68,62
01.09.2019 09:30 - 01.09.2019 10:00,28.66,31.68,17
01.09.2019 10:00 - 01.09.2019 10:30,22.71,25.1,141
01.09.2019 10:30 - 01.09.2019 11:00,29.74,32.88,163
01.09.2019 11:00 - 01.09.2019 11:30,30.55,33.77,577
01.09.2019 11:30 - 01.09.2019 12:00,28.94,31.98,71
01.09.2019 12:00 - 01.09.2019 12:30,26.97,29.81,304
01.09.2019 12:30 - 01.09.2019 13:00,26.97,29.81,196
01.09.2019 13:00 - 01.09.2019 13:30,26.35,29.13,319
01.09.2019 13:30 - 01.09.2019 14:00,26.35,29.13,337
01.09.2019 14:00 - 01.09.2019 14:30,28.29,31.27,520
01.09.2019 14:30 - 01.09.2019 15:00,28.41,31.4,641
01.09.2019 15:00 - 01.09.2019 15:30,28.44,31.44,39
01.09.2019 15:30 - 01.09.2019 16:00,28.21,31.17,267
01.09.2019 16:00 - 01.09.2019 16:30,31.55,34.87,63
01.09.2019 16:30 - 01.09.2019 17:00,32.37,35.77,69
01.09.2019 17:00 - 01.09.2019 17:30,32.77,36.21,285
01.09.2019 17:30 - 01.09.2019 18:00,34.69,38.35,86
01.09.2019 18:00 - 01.09.2019 18:30,37.69,41.65,93
01.09.2019 18:30 - 01.09.2019 19:00,37.69,41.65,99
01.09.2019 19:00 - 01.09.2019 19:30,38.92,43.02,298
01.09.2019 19:30 - 01.09.2019 20:00,27.77,30.69,156
01.09.2019 20:00 - 01.09.2019 20:30,34.91,38.59,649
01.09.2019 20:30 - 01.09.2019 21:00,35.46,39.2,84
01.09.2019 21:00 - 01.09.2019 21:30,32.63,36.07,138
01.09.2019 21:30 - 01.09.2019 22:00,29.9,33.04,170
01.09.2019 22:00 - 01.09.2019 22:30,34.75,38.41,249
01.09.2019 22:30 - 01.09.2019 23:00,21.91,24.21,618
01.09.2019 23:00 - 01.09.2019 23:30,25.62,28.32,337
01.09.2019 23:30 - 02.09.2019 00:00,25.62,28.32,24
02.09.2019 00:00 - 02.09.2019 00:30,24.66,27.26,2
02.09.2019 00:30 - 02.09.2019 01:00,19.89,21.99,138
02.09.2019 01:00 - 02.09.2019 01:30,24.96,27.58,410
02.09.2019 01:30 - 02.09.2019 02:00,25.19,27.85,111
02.09.2019 02:00 - 02.09.2019 02:30,19.6,21.66,148
02.09.2019 02:30 - 02.09.2019 03:00,24.35,26.91,167
02.09.2019 03:00 - 02.09.2019 03:30,25.71,28.41,95
02.09.2019 03:30 - 02.09.2019 04:00,25.71,28.41,346
02.09.2019 04:00 - 02.09.2019 04:30,27,29.84,411
02.09.2019 04:30 - 02.09.2019 05:00,32.85,36.31,346
02.09.2019 05:00 - 02.09.2019 05:30,35.99,39.77,380
02.09.2019 05:30 - 02.09.2019 06:00,30.73,33.97,33
02.09.2019 06:00 - 02.09.2019 06:30,36.58,40.44,367
02.09.2019 06:30 - 02.09.2019 07:00,40.38,44.64,565
02.09.2019 07:00 - 02.09.2019 07:30,38.76,42.84,419
02.09.2019 07:30 - 02.09.2019 08:00,38.53,42.59,411
02.09.2019 08:00 - 02.09.2019 08:30,39.83,44.03,342
02.09.2019 08:30 - 02.09.2019 09:00,37.16,41.08,489
02.09.2019 09:00 - 02.09.2019 09:30,35.82,39.59,536
02.09.2019 09:30 - 02.09.2019 10:00,34.76,38.42,470
02.09.2019 10:00 - 02.09.2019 10:30,27.84,30.78,114
02.09.2019 10:30 - 02.09.2019 11:00,37.15,41.06,146
02.09.2019 11:00 - 02.09.2019 11:30,40.08,44.3,397
02.09.2019 11:30 - 02.09.2019 12:00,40.95,45.26,41
02.09.2019 12:00 - 02.09.2019 12:30,34.92,38.6,45
02.09.2019 12:30 - 02.09.2019 13:00,34.92,38.6,2
02.09.2019 13:00 - 02.09.2019 13:30,34.19,37.79,20
02.09.2019 13:30 - 02.09.2019 14:00,27.12,29.98,159
02.09.2019 14:00 - 02.09.2019 14:30,27.01,29.85,138
02.09.2019 14:30 - 02.09.2019 15:00,23.98,26.5,102
02.09.2019 15:00 - 02.09.2019 15:30,22.49,24.85,144
02.09.2019 15:30 - 02.09.2019 16:00,38.8,42.88,210
02.09.2019 16:00 - 02.09.2019 16:30,27.45,30.33,291
02.09.2019 16:30 - 02.09.2019 17:00,43.14,47.68,168
02.09.2019 17:00 - 02.09.2019 17:30,47.07,52.03,239
02.09.2019 17:30 - 02.09.2019 18:00,47.07,52.03,145
02.09.2019 18:00 - 02.09.2019 18:30,47.61,52.63,291
02.09.2019 18:30 - 02.09.2019 19:00,47.33,52.31,283
02.09.2019 19:00 - 02.09.2019 19:30,46.87,51.81,161
02.09.2019 19:30 - 02.09.2019 20:00,39.17,43.29,424
02.09.2019 20:00 - 02.09.2019 20:30,38.72,42.8,468
02.09.2019 20:30 - 02.09.2019 21:00,38.72,42.8,134
02.09.2019 21:00 - 02.09.2019 21:30,33.51,37.03,21
02.09.2019 21:30 - 02.09.2019 22:00,33.13,36.61,338
02.09.2019 22:00 - 02.09.2019 22:30,35.84,39.62,284
02.09.2019 22:30 - 02.09.2019 23:00,30.43,33.63,277
02.09.2019 23:00 - 02.09.2019 23:30,26.77,29.59,307
02.09.2019 23:30 - 03.09.2019 00:00,26.77,29.59,78
03.09.2019 00:00 - 03.09.2019 00:30,25.6,28.3,312
03.09.2019 00:30 - 03.09.2019 01:00,25.6,28.3,206
03.09.2019 01:00 - 03.09.2019 01:30,23.09,25.52,298
03.09.2019 01:30 - 03.09.2019 02:00,23.09,25.52,71
03.09.2019 02:00 - 03.09.2019 02:30,12.69,14.03,169
03.09.2019 02:30 - 03.09.2019 03:00,22.9,25.31,13
03.09.2019 03:00 - 03.09.2019 03:30,25.74,28.44,536
03.09.2019 03:30 - 03.09.2019 04:00,22.35,24.71,20
03.09.2019 04:00 - 03.09.2019 04:30,22.6,24.98,622
03.09.2019 04:30 - 03.09.2019 05:00,35.25,38.97,356
03.09.2019 05:00 - 03.09.2019 05:30,46.08,50.93,291
03.09.2019 05:30 - 03.09.2019 06:00,46.35,51.23,432
03.09.2019 06:00 - 03.09.2019 06:30,54.08,59.78,53
03.09.2019 06:30 - 03.09.2019 07:00,48.16,53.22,305
03.09.2019 07:00 - 03.09.2019 07:30,43.14,47.68,510
03.09.2019 07:30 - 03.09.2019 08:00,43.74,48.34,344
03.09.2019 08:00 - 03.09.2019 08:30,58.29,64.43,220
03.09.2019 08:30 - 03.09.2019 09:00,35.27,38.99,92
03.09.2019 09:00 - 03.09.2019 09:30,34.55,38.19,289
03.09.2019 09:30 - 03.09.2019 10:00,36.17,39.97,3
03.09.2019 10:00 - 03.09.2019 10:30,46.6,51.5,168
03.09.2019 10:30 - 03.09.2019 11:00,53.16,58.76,213
03.09.2019 11:00 - 03.09.2019 11:30,34.29,37.89,36
03.09.2019 11:30 - 03.09.2019 12:00,34.29,37.89,40
03.09.2019 12:00 - 03.09.2019 12:30,31.5,34.82,12
03.09.2019 12:30 - 03.09.2019 13:00,17.57,19.41,64
03.09.2019 13:00 - 03.09.2019 13:30,18.37,20.31,59
03.09.2019 13:30 - 03.09.2019 14:00,17.76,19.62,147
03.09.2019 14:00 - 03.09.2019 14:30,17.77,19.64,273
03.09.2019 14:30 - 03.09.2019 15:00,17.33,19.15,80
03.09.2019 15:00 - 03.09.2019 15:30,17.54,19.38,195
03.09.2019 15:30 - 03.09.2019 16:00,39.06,43.18,368
03.09.2019 16:00 - 03.09.2019 16:30,57.26,63.28,31
03.09.2019 16:30 - 03.09.2019 17:00,50.45,55.76,768
03.09.2019 17:00 - 03.09.2019 17:30,51.5,56.92,476
03.09.2019 17:30 - 03.09.2019 18:00,51.69,57.13,481
03.09.2019 18:00 - 03.09.2019 18:30,56.68,62.64,95
03.09.2019 18:30 - 03.09.2019 19:00,48.66,53.78,213
03.09.2019 19:00 - 03.09.2019 19:30,44.92,49.64,425
03.09.2019 19:30 - 03.09.2019 20:00,36.74,40.6,279
03.09.2019 20:00 - 03.09.2019 20:30,34.88,38.56,380
03.09.2019 20:30 - 03.09.2019 21:00,38.92,43.02,213
03.09.2019 21:00 - 03.09.2019 21:30,42.87,47.39,26
03.09.2019 21:30 - 03.09.2019 22:00,34.28,37.88,277
03.09.2019 22:00 - 03.09.2019 22:30,30.89,34.15,680
03.09.2019 22:30 - 03.09.2019 23:00,29.45,32.55,254
03.09.2019 23:00 - 03.09.2019 23:30,27.55,30.45,296
03.09.2019 23:30 - 04.09.2019 00:00,27.55,30.45,28
04.09.2019 00:00 - 04.09.2019 00:30,25.67,28.37,187
04.09.2019 00:30 - 04.09.2019 01:00,25.67,28.37,199
04.09.2019 01:00 - 04.09.2019 01:30,20.47,22.63,481
04.09.2019 01:30 - 04.09.2019 02:00,23.3,25.76,856
04.09.2019 02:00 - 04.09.2019 02:30,26.27,29.03,444
04.09.2019 02:30 - 04.09.2019 03:00,27.63,30.53,271
04.09.2019 03:00 - 04.09.2019 03:30,38.1,42.12,71
04.09.2019 03:30 - 04.09.2019 04:00,40.76,45.05,282
04.09.2019 04:00 - 04.09.2019 04:30,65.27,72.14,122
04.09.2019 04:30 - 04.09.2019 05:00,62.32,68.88,499
04.09.2019 05:00 - 04.09.2019 05:30,61.21,67.65,76
04.09.2019 05:30 - 04.09.2019 06:00,37.24,41.16,57
04.09.2019 06:00 - 04.09.2019 06:30,39.04,43.14,62
04.09.2019 06:30 - 04.09.2019 07:00,56.66,62.62,53
04.09.2019 07:00 - 04.09.2019 07:30,41.8,46.2,423
04.09.2019 07:30 - 04.09.2019 08:00,46.02,50.86,21
04.09.2019 08:00 - 04.09.2019 08:30,40.78,45.08,399
04.09.2019 08:30 - 04.09.2019 09:00,35.84,39.62,12
04.09.2019 09:00 - 04.09.2019 09:30,30.94,34.2,130
04.09.2019 09:30 - 04.09.2019 10:00,30.94,34.2,119
04.09.2019 10:00 - 04.09.2019 10:30,29.16,32.22,185
04.09.2019 10:30 - 04.09.2019 11:00,31.51,34.83,248
04.09.2019 11:00 - 04.09.2019 11:30,31.28,34.58,261
04.09.2019 11:30 - 04.09.2019 12:00,29.88,33.02,126
04.09.2019 12:00 - 04.09.2019 12:30,27.82,30.74,243
04.09.2019 12:30 - 04.09.2019 13:00,27.99,30.93,59
04.09.2019 13:00 - 04.09.2019 13:30,27.46,30.35,88
04.09.2019 13:30 - 04.09.2019 14:00,27.46,30.35,269
04.09.2019 14:00 - 04.09.2019 14:30,27.42,30.3,208
04.09.2019 14:30 - 04.09.2019 15:00,33.18,36.68,118
04.09.2019 15:00 - 04.09.2019 15:30,23.17,25.61,482
04.09.2019 15:30 - 04.09.2019 16:00,23.85,26.37,194
04.09.2019 16:00 - 04.09.2019 16:30,29.49,32.59,542
04.09.2019 16:30 - 04.09.2019 17:00,26.34,29.12,329
04.09.2019 17:00 - 04.09.2019 17:30,28.52,31.52,305
04.09.2019 17:30 - 04.09.2019 18:00,29.77,32.91,171
04.09.2019 18:00 - 04.09.2019 18:30,38.64,42.7,127
04.09.2019 18:30 - 04.09.2019 19:00,44.85,49.57,111
04.09.2019 19:00 - 04.09.2019 19:30,42.32,46.78,575
04.09.2019 19:30 - 04.09.2019 20:00,36.47,40.31,56
04.09.2019 20:00 - 04.09.2019 20:30,33.54,37.07,389
04.09.2019 20:30 - 04.09.2019 21:00,29.36,32.46,124
04.09.2019 21:00 - 04.09.2019 21:30,26.31,29.07,271
04.09.2019 21:30 - 04.09.2019 22:00,25.22,27.88,341
04.09.2019 22:00 - 04.09.2019 22:30,21.18,23.4,91
04.09.2019 22:30 - 04.09.2019 23:00,16.46,18.2,1222
04.09.2019 23:00 - 04.09.2019 23:30,13.41,14.83,602
04.09.2019 23:30 - 05.09.2019 00:00,13.21,14.61,340
05.09.2019 00:00 - 05.09.2019 00:30,12.46,13.78,96
05.09.2019 00:30 - 05.09.2019 01:00,10.84,11.98,382
05.09.2019 01:00 - 05.09.2019 01:30,9.22,10.2,251
05.09.2019 01:30 - 05.09.2019 02:00,10.24,11.32,607
05.09.2019 02:00 - 05.09.2019 02:30,13.48,14.9,1007
05.09.2019 02:30 - 05.09.2019 03:00,11.79,13.03,940
05.09.2019 03:00 - 05.09.2019 03:30,11.6,12.82,757
05.09.2019 03:30 - 05.09.2019 04:00,11.8,13.04,176
05.09.2019 04:00 - 05.09.2019 04:30,18.45,20.39,96
05.09.2019 04:30 - 05.09.2019 05:00,33.08,36.56,477
05.09.2019 05:00 - 05.09.2019 05:30,27.73,30.65,140
05.09.2019 05:30 - 05.09.2019 06:00,38.23,42.25,167
05.09.2019 06:00 - 05.09.2019 06:30,38.73,42.81,37
05.09.2019 06:30 - 05.09.2019 07:00,38.34,42.38,236
05.09.2019 07:00 - 05.09.2019 07:30,37.1,41,279
05.09.2019 07:30 - 05.09.2019 08:00,37.7,41.66,80
05.09.2019 08:00 - 05.09.2019 08:30,37.99,41.99,516
05.09.2019 08:30 - 05.09.2019 09:00,46.12,50.98,103
05.09.2019 09:00 - 05.09.2019 09:30,32.68,36.12,27
05.09.2019 09:30 - 05.09.2019 10:00,37.59,41.55,88
05.09.2019 10:00 - 05.09.2019 10:30,33.38,36.9,118
05.09.2019 10:30 - 05.09.2019 11:00,31.61,34.93,171
05.09.2019 11:00 - 05.09.2019 11:30,23.54,26.02,1
05.09.2019 11:30 - 05.09.2019 12:00,32.21,35.61,140
05.09.2019 12:00 - 05.09.2019 12:30,29.62,32.74,60
05.09.2019 12:30 - 05.09.2019 13:00,26.06,28.8,202
05.09.2019 13:00 - 05.09.2019 13:30,16.8,18.56,115
05.09.2019 13:30 - 05.09.2019 14:00,18.44,20.38,375
05.09.2019 14:00 - 05.09.2019 14:30,22.02,24.34,408
05.09.2019 14:30 - 05.09.2019 15:00,22.79,25.19,284
05.09.2019 15:00 - 05.09.2019 15:30,19.41,21.45,182
05.09.2019 15:30 - 05.09.2019 16:00,19.54,21.6,27
05.09.2019 16:00 - 05.09.2019 16:30,25.68,28.38,589
05.09.2019 16:30 - 05.09.2019 17:00,34.29,37.89,202
05.09.2019 17:00 - 05.09.2019 17:30,32.03,35.41,66
05.09.2019 17:30 - 05.09.2019 18:00,31.4,34.7,36
05.09.2019 18:00 - 05.09.2019 18:30,30.99,34.25,296
05.09.2019 18:30 - 05.09.2019 19:00,31.26,34.55,354
05.09.2019 19:00 - 05.09.2019 19:30,25.77,28.49,196
05.09.2019 19:30 - 05.09.2019 20:00,28.26,31.24,505
05.09.2019 20:00 - 05.09.2019 20:30,30.5,33.72,752
05.09.2019 20:30 - 05.09.2019 21:00,26.12,28.86,537
05.09.2019 21:00 - 05.09.2019 21:30,23.59,26.07,243
05.09.2019 21:30 - 05.09.2019 22:00,25.27,27.93,481
05.09.2019 22:00 - 05.09.2019 22:30,26.99,29.83,271
05.09.2019 22:30 - 05.09.2019 23:00,24.97,27.59,414
